行列头两行不会被读取,,,,,,,,,,,,,,,,,,,
,,"物品id
",,,,,"0：普通物品
1: 装备
2: 晶石 
3: 礼包","

","0:白 1:绿 2:蓝 3:紫 4:橙
5:红",,永久物品填-1,时限开始时间,公式生成时间戳，策划不用填,0否1是,货币类型，参照Token.xlsx,,,-1：无效果 0: 掉落物品 ,-1：无需填 0: 掉落id ,,,,此列由前3列自动生成，不用填写
,,611,体力药水2,体力药水2,icon_1,关卡,0,0,1,9999,-1,1/1/70 07:59,0,1,0,0,-1,0,8001,0,0,0,"0,0,0"
,,612,体力药水3,体力药水3,icon_1,关卡,0,0,2,9999,-1,1/1/70 07:59,0,1,0,0,-1,0,8002,0,0,0,"0,0,0"
,,613,体力药水4,体力药水4,icon_1,关卡,0,0,3,9999,-1,1/1/70 07:59,0,1,0,0,-1,0,8003,0,0,0,"0,0,0"
,,614,体力药水5,体力药水5,icon_1,关卡,0,0,4,9999,-1,1/1/70 07:59,0,1,0,0,-1,0,8004,0,0,0,"0,0,0"
,,615,扫荡券,扫荡券,icon_1,关卡,0,2,0,9999,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,绿,2000,单手剑1,装备1,icon_1,关卡,1,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,蓝,2001,单手剑2,装备2,icon_1,关卡,1,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,蓝,2002,单手剑3,装备3,icon_1,关卡,1,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,紫,2003,单手剑4,装备4,icon_1,关卡,1,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,紫,2004,单手剑5,装备5,icon_1,关卡,1,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,紫,2005,单手剑6,装备6,icon_1,关卡,1,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,紫,2006,单手剑7,装备7,icon_1,关卡,1,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,橙,2007,单手剑8,装备8,icon_1,关卡,1,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,橙,2008,单手剑9,装备9,icon_1,关卡,1,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,橙,2009,单手剑10,装备10,icon_1,关卡,1,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2010,双手剑1,装备11,icon_1,关卡,1,1,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2011,双手剑2,装备12,icon_1,关卡,1,1,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2012,双手剑3,装备13,icon_1,关卡,1,1,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2013,双手剑4,装备14,icon_1,关卡,1,1,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2014,双手剑5,装备15,icon_1,关卡,1,1,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2015,双手剑6,装备16,icon_1,关卡,1,1,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2016,双手剑7,装备17,icon_1,关卡,1,1,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2017,双手剑8,装备18,icon_1,关卡,1,1,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2018,双手剑9,装备19,icon_1,关卡,1,1,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2019,双手剑10,装备20,icon_1,关卡,1,1,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2020,长柄1,装备21,icon_1,关卡,1,2,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2021,长柄2,装备22,icon_1,关卡,1,2,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2022,长柄3,装备23,icon_1,关卡,1,2,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2023,长柄4,装备24,icon_1,关卡,1,2,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2024,长柄5,装备25,icon_1,关卡,1,2,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2025,长柄6,装备26,icon_1,关卡,1,2,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2026,长柄7,装备27,icon_1,关卡,1,2,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2027,长柄8,装备28,icon_1,关卡,1,2,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2028,长柄9,装备29,icon_1,关卡,1,2,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2029,长柄10,装备30,icon_1,关卡,1,2,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2030,手枪1,装备31,icon_1,关卡,1,3,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2031,手枪2,装备32,icon_1,关卡,1,3,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2032,手枪3,装备33,icon_1,关卡,1,3,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2033,手枪4,装备34,icon_1,关卡,1,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2034,手枪5,装备35,icon_1,关卡,1,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2035,手枪6,装备36,icon_1,关卡,1,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2036,手枪7,装备37,icon_1,关卡,1,3,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2037,手枪8,装备38,icon_1,关卡,1,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2038,手枪9,装备39,icon_1,关卡,1,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2039,手枪10,装备40,icon_1,关卡,1,3,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2040,法杖1,装备41,icon_1,关卡,1,4,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2041,法杖2,装备42,icon_1,关卡,1,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2042,法杖3,装备43,icon_1,关卡,1,4,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2043,法杖4,装备44,icon_1,关卡,1,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2044,法杖5,装备45,icon_1,关卡,1,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2045,法杖6,装备46,icon_1,关卡,1,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2046,法杖7,装备47,icon_1,关卡,1,4,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2047,法杖8,装备48,icon_1,关卡,1,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2048,法杖9,装备49,icon_1,关卡,1,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2049,法杖10,装备50,icon_1,关卡,1,4,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2050,召唤物1,装备51,icon_1,关卡,1,5,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2051,召唤物2,装备52,icon_1,关卡,1,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2052,召唤物3,装备53,icon_1,关卡,1,5,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2053,召唤物4,装备54,icon_1,关卡,1,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2054,召唤物5,装备55,icon_1,关卡,1,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2055,召唤物6,装备56,icon_1,关卡,1,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2056,召唤物7,装备57,icon_1,关卡,1,5,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2057,召唤物8,装备58,icon_1,关卡,1,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2058,召唤物9,装备59,icon_1,关卡,1,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,2059,召唤物10,装备60,icon_1,关卡,1,5,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,白,3000,残响-地1星，1号位,残响-地1星，1号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,绿,3001,残响-地1星，1号位,残响-地1星，1号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,蓝,3002,残响-地1星，1号位,残响-地1星，1号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,紫,3003,残响-地1星，1号位,残响-地1星，1号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,橙,3004,残响-地1星，1号位,残响-地1星，1号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,红,3005,残响-地1星，1号位,残响-地1星，1号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3006,残响-地1星，2号位,残响-地1星，2号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3007,残响-地1星，2号位,残响-地1星，2号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3008,残响-地1星，2号位,残响-地1星，2号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3009,残响-地1星，2号位,残响-地1星，2号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3010,残响-地1星，2号位,残响-地1星，2号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3011,残响-地1星，2号位,残响-地1星，2号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3012,残响-地1星，3号位,残响-地1星，3号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3013,残响-地1星，3号位,残响-地1星，3号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3014,残响-地1星，3号位,残响-地1星，3号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3015,残响-地1星，3号位,残响-地1星，3号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3016,残响-地1星，3号位,残响-地1星，3号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3017,残响-地1星，3号位,残响-地1星，3号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3018,残响-地1星，4号位,残响-地1星，4号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3019,残响-地1星，4号位,残响-地1星，4号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3020,残响-地1星，4号位,残响-地1星，4号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3021,残响-地1星，4号位,残响-地1星，4号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3022,残响-地1星，4号位,残响-地1星，4号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3023,残响-地1星，4号位,残响-地1星，4号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3024,残响-地1星，5号位,残响-地1星，5号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3025,残响-地1星，5号位,残响-地1星，5号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3026,残响-地1星，5号位,残响-地1星，5号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3027,残响-地1星，5号位,残响-地1星，5号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3028,残响-地1星，5号位,残响-地1星，5号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3029,残响-地1星，5号位,残响-地1星，5号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3030,残响-地2星，1号位,残响-地2星，1号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3031,残响-地2星，1号位,残响-地2星，1号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3032,残响-地2星，1号位,残响-地2星，1号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3033,残响-地2星，1号位,残响-地2星，1号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3034,残响-地2星，1号位,残响-地2星，1号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3035,残响-地2星，1号位,残响-地2星，1号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3036,残响-地2星，2号位,残响-地2星，2号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3037,残响-地2星，2号位,残响-地2星，2号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3038,残响-地2星，2号位,残响-地2星，2号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3039,残响-地2星，2号位,残响-地2星，2号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3040,残响-地2星，2号位,残响-地2星，2号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3041,残响-地2星，2号位,残响-地2星，2号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3042,残响-地2星，3号位,残响-地2星，3号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3043,残响-地2星，3号位,残响-地2星，3号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3044,残响-地2星，3号位,残响-地2星，3号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3045,残响-地2星，3号位,残响-地2星，3号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3046,残响-地2星，3号位,残响-地2星，3号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3047,残响-地2星，3号位,残响-地2星，3号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3048,残响-地2星，4号位,残响-地2星，4号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3049,残响-地2星，4号位,残响-地2星，4号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3050,残响-地2星，4号位,残响-地2星，4号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3051,残响-地2星，4号位,残响-地2星，4号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3052,残响-地2星，4号位,残响-地2星，4号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3053,残响-地2星，4号位,残响-地2星，4号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3054,残响-地2星，5号位,残响-地2星，5号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3055,残响-地2星，5号位,残响-地2星，5号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3056,残响-地2星，5号位,残响-地2星，5号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3057,残响-地2星，5号位,残响-地2星，5号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3058,残响-地2星，5号位,残响-地2星，5号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3059,残响-地2星，5号位,残响-地2星，5号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3060,残响-地3星，1号位,残响-地3星，1号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3061,残响-地3星，1号位,残响-地3星，1号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3062,残响-地3星，1号位,残响-地3星，1号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3063,残响-地3星，1号位,残响-地3星，1号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3064,残响-地3星，1号位,残响-地3星，1号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3065,残响-地3星，1号位,残响-地3星，1号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3066,残响-地3星，2号位,残响-地3星，2号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3067,残响-地3星，2号位,残响-地3星，2号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3068,残响-地3星，2号位,残响-地3星，2号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3069,残响-地3星，2号位,残响-地3星，2号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3070,残响-地3星，2号位,残响-地3星，2号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3071,残响-地3星，2号位,残响-地3星，2号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3072,残响-地3星，3号位,残响-地3星，3号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3073,残响-地3星，3号位,残响-地3星，3号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3074,残响-地3星，3号位,残响-地3星，3号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3075,残响-地3星，3号位,残响-地3星，3号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3076,残响-地3星，3号位,残响-地3星，3号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3077,残响-地3星，3号位,残响-地3星，3号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3078,残响-地3星，4号位,残响-地3星，4号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3079,残响-地3星，4号位,残响-地3星，4号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3080,残响-地3星，4号位,残响-地3星，4号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3081,残响-地3星，4号位,残响-地3星，4号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3082,残响-地3星，4号位,残响-地3星，4号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3083,残响-地3星，4号位,残响-地3星，4号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3084,残响-地3星，5号位,残响-地3星，5号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3085,残响-地3星，5号位,残响-地3星，5号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3086,残响-地3星，5号位,残响-地3星，5号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3087,残响-地3星，5号位,残响-地3星，5号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3088,残响-地3星，5号位,残响-地3星，5号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3089,残响-地3星，5号位,残响-地3星，5号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3090,残响-地4星，1号位,残响-地4星，1号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3091,残响-地4星，1号位,残响-地4星，1号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3092,残响-地4星，1号位,残响-地4星，1号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3093,残响-地4星，1号位,残响-地4星，1号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3094,残响-地4星，1号位,残响-地4星，1号位,icon_1,关卡,2,0,4,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3095,残响-地4星，1号位,残响-地4星，1号位,icon_1,关卡,2,0,5,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3096,残响-地4星，2号位,残响-地4星，2号位,icon_1,关卡,2,0,0,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3097,残响-地4星，2号位,残响-地4星，2号位,icon_1,关卡,2,0,1,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3098,残响-地4星，2号位,残响-地4星，2号位,icon_1,关卡,2,0,2,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
,,3099,残响-地4星，2号位,残响-地4星，2号位,icon_1,关卡,2,0,3,1,-1,1/1/70 07:59,0,1,0,0,-1,-1,-1,0,0,0,"0,0,0"
